title,labels
Debug - GUI changes,['*caused-by-extension']
tsc build and watch tasks fail when invoked by shift-cmd-b,"['needs more info', 'tasks']"
New Outline ,"['invalid', 'needs more info']"
High load & CPU Usage 99% where use remote-ssh.,['needs more info']
Implement revised issues triaging flow,['plan-item']
Design and document how we triage issues,['plan-item']
iPad Pro support,['*duplicate']
Auto fix target file symbolic link path on original source file path change,"['feature-request', 'file-explorer']"
Text color from wsl into integrated terminal is reversed,['*duplicate']
there is no js intellisense in vue file,['*caused-by-extension']
Tasks.json option to overwrite build shell doen't work ,['*duplicate']
Window: Restore Windows = all does not restore windows all the time,['*duplicate']
zsh: segmentation fault (core dumped)  when running a python file with only import statements,['*out-of-scope']
"Activity bar ""more"" icon not working","['bug', 'menus', 'verified']"
"TS Server very slow - ""Code Helper"" process uses 100%+ CPU",['needs more info']
Can't use python kernel in other conda env when using notebook editor,['*caused-by-extension']
Placeholders get not replaced if the variable is used more than one time,"['needs more info', 'snippets']"
Logpoint does not work while debugging vscode project/repo,['needs more info']
"Option for putting curly brackets on ""new line"" after method declaration for C#",['*caused-by-extension']
Jupyter Notebook Support: Live Markdown Preview,['*caused-by-extension']
Jupyter Notebook Support: Table of Contents,['*caused-by-extension']
Autosave toggle should tell me weather is on off,['*as-designed']
VScode internal terminal not working,['needs more info']
Problem saving,"['*caused-by-extension', 'needs more info']"
Source Control View has no backoff delay on authorization errors,['needs more info']
typescript language service suggest incorrect informations,"['typescript', 'upstream']"
Automatic breakpoint and logpoint for 'On Enter Function' in debug,"['*out-of-scope', 'debug']"
How to make incognito like sessions for code-runner terminal?,['*caused-by-extension']
Report issue feature do not include extension information,['*duplicate']
Unnecessary indent after source tag in html,['*as-designed']
Intellisense suggests invalid path when defined baseUrl in jsconfig|tsconfig,"['*question', 'typescript']"
"Add [Dollar], [Percent], [Plus], [Star] to the accepted scan codes",['needs more info']
Snippet with choices not working,"['bug', 'suggest', 'verified']"
Some references or definitions are not found in Python code,['*caused-by-extension']
Not run on Mac OS Catalina,['*duplicate']
MSVC cant locate the #include from VCPKG.,['*caused-by-extension']
Command Palette key shortcut not working on Windows when there are several keyboard layouts installed.,['keybindings']
Multiple cursor experience is getting worse,['*caused-by-extension']
cant re-enable any extension,['needs more info']
Issue with Powershell Terminal in vscode on ubuntu,"['*caused-by-extension', 'needs more info']"
prettify do not respect indentation settings,['*caused-by-extension']
Problème selection/curseur multiple,['*english-please']
SCM: count subfolder's number of changed files,"['feature-request', 'scm', 'tree']"
Cyrillc path problem,['invalid']
Freezes when closing terminal,['*duplicate']
Extreme slowness from `tsserver.js` and `typingsInstaller.js`,['needs more info']
Test: no notifications in Zen Mode,['testplan-item']
Install extension click is not showing up in VS Code editor,"['*duplicate', 'needs more info']"
Compound preLaunchTask,"['debug', 'testplan-item']"
indentationRule doesn't work in language-configuration.json,['*question']
Multicursor - on paste ,['*caused-by-extension']
Rework Uri.parse and Uri.toString,['uri']
"ALWAYS happen, search input covered by search title after a replacement excuted","['bug', 'search', 'verified']"
auto complete doesnt work in JSX,['needs more info']
列模式下，选中 n 行时，无法粘贴 n 行到每一行,['*english-please']
How to avoid  `optional parameter` warnings in TypeScript?,['*question']
"打开任意页面,在向下或者向上拖动滚轮时画面出现水波状的刷新延迟",['*english-please']
Tool for prototyping TypeScript types faster,['*extension-candidate']
NOt working,['*caused-by-extension']
Python Interactive Design - Broken After Update to 1.39.2,['*caused-by-extension']
Have an option to disable show local files on open dialog box,"['api', 'feature-request', 'simple-file-dialog']"
Activity bar broken when toggled back,"['bug', 'confirmed', 'layout', 'regression', 'verified']"
Do not encode URIs when asking to open?,"['bug', 'ux', 'verified']"
Show opening bracket line when closing bracket is selected,"['*duplicate', 'editor-bracket-matching', 'feature-request']"
"*go to definition* becomes slow, and finally does not work at all",['*caused-by-extension']
TreeError [MarkersPanel] Tree element not found: [object Object],"['error-list', 'needs more info']"
Using --user-data-dir in launch.json can not connect to marketplace,['*dev-question']
Web: allow to download from the explorer,"['feature-request', 'file-explorer', 'on-testplan', 'web']"
Web: allow to drop files into the explorer to upload them,"['feature-request', 'file-explorer', 'on-testplan', 'web']"
Remote: download folder experience is not ideal,"['*duplicate', 'file-explorer', 'remote']"
Test: Add a setting to disable gpu acceleration,['testplan-item']
Search text in loaded project inside a specific file type is not working fine,['needs more info']
Can't load global intellicode plugin when using workspace typescript version,"['*caused-by-extension', 'javascript']"
Related: VS Code is hard to use on a shared user account and multiple RDP,['*out-of-scope']
Always detecting multiple definitions of symbol when peek (Alt+F12) or goto defintions (F12),"['*duplicate', 'javascript', 'upstream', 'upstream-issue-linked']"
Creating a folder opens the selected file,"['bug', 'file-explorer']"
[plug-in development]Error: Cannot find module '..\build\Debug\pty.node',['*question']
Interactive playground emmet section doesn't work,"['bug', 'workbench-welcome']"
Interactive playground `Errors and warnings` section not useful,"['bug', 'workbench-welcome']"
Interactive playground's suggest widget styled everything as links,"['bug', 'workbench-welcome']"
bash receives incorrect build path,"['*duplicate', 'tasks']"
Can not jump to symbol with a folder on a read only directory in workspace,['*caused-by-extension']
OS specific properties in Tasks.json to overwrite build shell doen't work,"['feature-request', 'tasks']"
Test media query symbols,['testplan-item']
Offer an setting to turn off inline break points,"['debug', 'feature-request', 'verification-needed', 'verified']"
Linux: Multiple Cursor Copy/Paste,['*caused-by-extension']
"Empty terminal when task has ""reveal: never""","['bug', 'integrated-terminal', 'upstream', 'upstream-issue-linked', 'verified']"
When opening Vscode it doesn't respond.,['needs more info']
Perf issue when resizing panel next to editor,"['*duplicate', 'perf']"
Running 'Open previous editor from history' from command palette selects the first editor unless you press enter very quickly,"['bug', 'quick-pick', 'verified']"
Selected whitespace is not rendered correctly,"['bug', 'editor-render-whitespace']"
terminal.newWithCwd not working over Remote - SSH,"['bug', 'integrated-terminal', 'remote', 'verified']"
White blinks while navigating through menu bar,['needs more info']
onDidChangeActiveTextEditorsLanguage event,['*dev-question']
Language server startup failed,['*caused-by-extension']
Command-C & Command-V does not duplicate the whole line,['*caused-by-extension']
Paste shortcut not working anymore,"['bug', 'integrated-terminal', 'menus', 'verified']"
"Add a ""License"" tab to local extensions",['extensions']
Rename Refactoring demo in interactive playground broken,['*duplicate']
"Add context menu option to toggle side bar visibility into the ""more actions..."" menu",['*as-designed']
Debug console output doesn't scroll on highlight + drag of mouse,"['*duplicate', 'debug']"
Decrease Activity Bar size,"['layout', 'under-discussion', 'ux']"
Git: Fixed error when staging in empty repository,['git']
SSH: Build task fails on Windows Remotes: ${__process__} does not exist,"['bug', 'tasks', 'verified']"
CI Builds with GitHub Actions,['engineering']
fultter 语法提示失效,['*english-please']
Typescript: Missing suggestions in field initializers,"['typescript', 'upstream-issue-linked']"
Dockerfile syntax highlighting for escaped quotes is not quite right (Dockerfile language),"['grammar', 'upstream-issue-linked']"
[themes] Should color theme files be minimized? ,"['feature-request', 'themes']"
Remapping of escape character not handled (Dockerfile language),"['*duplicate', 'grammar']"
Add proper HEALTHCHECK colorization/intellisense (Dockerfile language),"['grammar', 'upstream-issue-linked']"
Somescripts not working in vscode webView,['*dev-question']
[FEATURE REQUEST],['*out-of-scope']
Git version manger,['needs more info']
Closed search bar visible when Replace field is multiline,"['bug', 'editor-find', 'verified']"
Update CONTRIBUTING.md,['*out-of-scope']
Code getting undo automatically,['needs more info']
Update README.md,['*out-of-scope']
Restore editor's undo state if reopening a closed tab,['*duplicate']
Filter out dead keys in tree keyboard navigation,['tree']
MissingMessageError: Missing message source_push:commandDescription for locale en_US.,['*caused-by-extension']
MissingMessageError: Missing message source_push:commandDescription for locale en_US.,['invalid']
WebView reaches into EditorPart,['debt']
JSON: Key completion inserts one quote too many,['*duplicate']
TypeScript: Inserting doc comment inserts wrong syntax,"['*duplicate', 'suggest']"
'(read-only)' suffix no longer added to tab labels of files served by readonly filesystem,"['file-explorer', 'under-discussion', 'verified']"
